Question_ID,Question,option1,option2,option3,option4,correct_option,Subject,chapter,topic,Section,Difficulty,Points,Acceptance_rate,ExamFrequency,AvgTimeSpent(All Users),TimeSpent_Student,Source,TopicArrayLevel,Level_Student,Rating_Student,PredictedQuestionsID
30,"$\int \frac{d x}{\sqrt{3} \sin x+\cos x}=A \log _{e} \tan (B x+C)+k$, then :",$\quad \mathrm{A}=\frac{1}{2}$,$\quad \mathrm{B}=\frac{-1}{2}$,$\quad \mathrm{C}=\frac{\pi}{3}$,$\quad \mathrm{C}=\frac{1}{4}$,Option 1,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Medium,4500,*#####,###,####,####,Goutam,####,3,###,33
30,"$\int \frac{d x}{\sqrt{3} \sin x+\cos x}=A \log _{e} \tan (B x+C)+k$, then :",$\quad \mathrm{A}=\frac{1}{2}$,$\quad \mathrm{B}=\frac{-1}{2}$,$\quad \mathrm{C}=\frac{\pi}{3}$,$\quad \mathrm{C}=\frac{1}{4}$,Option 1,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Medium,4500,*#####,###,####,####,Goutam,####,4,###,34
30,"$\int \frac{d x}{\sqrt{3} \sin x+\cos x}=A \log _{e} \tan (B x+C)+k$, then :",$\quad \mathrm{A}=\frac{1}{2}$,$\quad \mathrm{B}=\frac{-1}{2}$,$\quad \mathrm{C}=\frac{\pi}{3}$,$\quad \mathrm{C}=\frac{1}{4}$,Option 1,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Medium,4500,*#####,###,####,####,Goutam,####,5,###,35
30,"$\int \frac{d x}{\sqrt{3} \sin x+\cos x}=A \log _{e} \tan (B x+C)+k$, then :",$\quad \mathrm{A}=\frac{1}{2}$,$\quad \mathrm{B}=\frac{-1}{2}$,$\quad \mathrm{C}=\frac{\pi}{3}$,$\quad \mathrm{C}=\frac{1}{4}$,Option 1,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Medium,4500,*#####,###,####,####,Goutam,####,6,###,36
30,"$\int \frac{d x}{\sqrt{3} \sin x+\cos x}=A \log _{e} \tan (B x+C)+k$, then :",$\quad \mathrm{A}=\frac{1}{2}$,$\quad \mathrm{B}=\frac{-1}{2}$,$\quad \mathrm{C}=\frac{\pi}{3}$,$\quad \mathrm{C}=\frac{1}{4}$,Option 1,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Medium,4500,*#####,###,####,####,Goutam,####,7,###,37
30,"$\int \frac{d x}{\sqrt{3} \sin x+\cos x}=A \log _{e} \tan (B x+C)+k$, then :",$\quad \mathrm{A}=\frac{1}{2}$,$\quad \mathrm{B}=\frac{-1}{2}$,$\quad \mathrm{C}=\frac{\pi}{3}$,$\quad \mathrm{C}=\frac{1}{4}$,Option 1,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Medium,4500,*#####,###,####,####,Goutam,####,8,###,38
30,"$\int \frac{d x}{\sqrt{3} \sin x+\cos x}=A \log _{e} \tan (B x+C)+k$, then :",$\quad \mathrm{A}=\frac{1}{2}$,$\quad \mathrm{B}=\frac{-1}{2}$,$\quad \mathrm{C}=\frac{\pi}{3}$,$\quad \mathrm{C}=\frac{1}{4}$,Option 1,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Medium,4500,*#####,###,####,####,Goutam,####,9,###,39
30,"$\int \frac{d x}{\sqrt{3} \sin x+\cos x}=A \log _{e} \tan (B x+C)+k$, then :",$\quad \mathrm{A}=\frac{1}{2}$,$\quad \mathrm{B}=\frac{-1}{2}$,$\quad \mathrm{C}=\frac{\pi}{3}$,$\quad \mathrm{C}=\frac{1}{4}$,Option 1,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Medium,4500,*#####,###,####,####,Goutam,####,10,###,40
31,$\int \frac{\operatorname{cosec}^{2} x}{\sqrt{\cot ^{2} x-1}} d x-2 \int \frac{\sin x}{\sqrt{1-2 \sin ^{2} x}} d x$ equals :,$\int \sqrt{\operatorname{cosec}^{2} x-2} d x$,$\int \frac{\sqrt{\cos 2 x}}{2 \sin x} d x$,$\int \frac{\sqrt{\cos 2 x}}{\sin x} d x$,$\int \sqrt{\operatorname{cosec}^{2} x-1} d x$,Option  3,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Medium,4750,*#####,###,####,####,Goutam,####,1,###,32
31,$\int \frac{\operatorname{cosec}^{2} x}{\sqrt{\cot ^{2} x-1}} d x-2 \int \frac{\sin x}{\sqrt{1-2 \sin ^{2} x}} d x$ equals :,$\int \sqrt{\operatorname{cosec}^{2} x-2} d x$,$\int \frac{\sqrt{\cos 2 x}}{2 \sin x} d x$,$\int \frac{\sqrt{\cos 2 x}}{\sin x} d x$,$\int \sqrt{\operatorname{cosec}^{2} x-1} d x$,Option  3,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Medium,4750,*#####,###,####,####,Goutam,####,2,###,33
31,$\int \frac{\operatorname{cosec}^{2} x}{\sqrt{\cot ^{2} x-1}} d x-2 \int \frac{\sin x}{\sqrt{1-2 \sin ^{2} x}} d x$ equals :,$\int \sqrt{\operatorname{cosec}^{2} x-2} d x$,$\int \frac{\sqrt{\cos 2 x}}{2 \sin x} d x$,$\int \frac{\sqrt{\cos 2 x}}{\sin x} d x$,$\int \sqrt{\operatorname{cosec}^{2} x-1} d x$,Option  3,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Medium,4750,*#####,###,####,####,Goutam,####,3,###,34
31,$\int \frac{\operatorname{cosec}^{2} x}{\sqrt{\cot ^{2} x-1}} d x-2 \int \frac{\sin x}{\sqrt{1-2 \sin ^{2} x}} d x$ equals :,$\int \sqrt{\operatorname{cosec}^{2} x-2} d x$,$\int \frac{\sqrt{\cos 2 x}}{2 \sin x} d x$,$\int \frac{\sqrt{\cos 2 x}}{\sin x} d x$,$\int \sqrt{\operatorname{cosec}^{2} x-1} d x$,Option  3,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Medium,4750,*#####,###,####,####,Goutam,####,4,###,35
31,$\int \frac{\operatorname{cosec}^{2} x}{\sqrt{\cot ^{2} x-1}} d x-2 \int \frac{\sin x}{\sqrt{1-2 \sin ^{2} x}} d x$ equals :,$\int \sqrt{\operatorname{cosec}^{2} x-2} d x$,$\int \frac{\sqrt{\cos 2 x}}{2 \sin x} d x$,$\int \frac{\sqrt{\cos 2 x}}{\sin x} d x$,$\int \sqrt{\operatorname{cosec}^{2} x-1} d x$,Option  3,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Medium,4750,*#####,###,####,####,Goutam,####,5,###,36
31,$\int \frac{\operatorname{cosec}^{2} x}{\sqrt{\cot ^{2} x-1}} d x-2 \int \frac{\sin x}{\sqrt{1-2 \sin ^{2} x}} d x$ equals :,$\int \sqrt{\operatorname{cosec}^{2} x-2} d x$,$\int \frac{\sqrt{\cos 2 x}}{2 \sin x} d x$,$\int \frac{\sqrt{\cos 2 x}}{\sin x} d x$,$\int \sqrt{\operatorname{cosec}^{2} x-1} d x$,Option  3,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Medium,4750,*#####,###,####,####,Goutam,####,6,###,37
31,$\int \frac{\operatorname{cosec}^{2} x}{\sqrt{\cot ^{2} x-1}} d x-2 \int \frac{\sin x}{\sqrt{1-2 \sin ^{2} x}} d x$ equals :,$\int \sqrt{\operatorname{cosec}^{2} x-2} d x$,$\int \frac{\sqrt{\cos 2 x}}{2 \sin x} d x$,$\int \frac{\sqrt{\cos 2 x}}{\sin x} d x$,$\int \sqrt{\operatorname{cosec}^{2} x-1} d x$,Option  3,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Medium,4750,*#####,###,####,####,Goutam,####,7,###,38
31,$\int \frac{\operatorname{cosec}^{2} x}{\sqrt{\cot ^{2} x-1}} d x-2 \int \frac{\sin x}{\sqrt{1-2 \sin ^{2} x}} d x$ equals :,$\int \sqrt{\operatorname{cosec}^{2} x-2} d x$,$\int \frac{\sqrt{\cos 2 x}}{2 \sin x} d x$,$\int \frac{\sqrt{\cos 2 x}}{\sin x} d x$,$\int \sqrt{\operatorname{cosec}^{2} x-1} d x$,Option  3,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Medium,4750,*#####,###,####,####,Goutam,####,8,###,39
31,$\int \frac{\operatorname{cosec}^{2} x}{\sqrt{\cot ^{2} x-1}} d x-2 \int \frac{\sin x}{\sqrt{1-2 \sin ^{2} x}} d x$ equals :,$\int \sqrt{\operatorname{cosec}^{2} x-2} d x$,$\int \frac{\sqrt{\cos 2 x}}{2 \sin x} d x$,$\int \frac{\sqrt{\cos 2 x}}{\sin x} d x$,$\int \sqrt{\operatorname{cosec}^{2} x-1} d x$,Option  3,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Medium,4750,*#####,###,####,####,Goutam,####,9,###,40
31,$\int \frac{\operatorname{cosec}^{2} x}{\sqrt{\cot ^{2} x-1}} d x-2 \int \frac{\sin x}{\sqrt{1-2 \sin ^{2} x}} d x$ equals :,$\int \sqrt{\operatorname{cosec}^{2} x-2} d x$,$\int \frac{\sqrt{\cos 2 x}}{2 \sin x} d x$,$\int \frac{\sqrt{\cos 2 x}}{\sin x} d x$,$\int \sqrt{\operatorname{cosec}^{2} x-1} d x$,Option  3,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Medium,4750,*#####,###,####,####,Goutam,####,10,###,41
32,$\int \sec ^{2} x \cdot \operatorname{cosec}^{2} x d x$ equals :,$\tan x-\cot x+c$,$\cot x-\sec x+c$,$\tan \frac{x}{2}-\cot \frac{x}{2}+c$,$\cot \frac{x}{2}-\tan \frac{x}{2}+c$,Option  1,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Hard,5000,*#####,###,####,####,Goutam,####,1,###,33
32,$\int \sec ^{2} x \cdot \operatorname{cosec}^{2} x d x$ equals :,$\tan x-\cot x+c$,$\cot x-\sec x+c$,$\tan \frac{x}{2}-\cot \frac{x}{2}+c$,$\cot \frac{x}{2}-\tan \frac{x}{2}+c$,Option  1,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Hard,5000,*#####,###,####,####,Goutam,####,2,###,34
32,$\int \sec ^{2} x \cdot \operatorname{cosec}^{2} x d x$ equals :,$\tan x-\cot x+c$,$\cot x-\sec x+c$,$\tan \frac{x}{2}-\cot \frac{x}{2}+c$,$\cot \frac{x}{2}-\tan \frac{x}{2}+c$,Option  1,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Hard,5000,*#####,###,####,####,Goutam,####,3,###,35
32,$\int \sec ^{2} x \cdot \operatorname{cosec}^{2} x d x$ equals :,$\tan x-\cot x+c$,$\cot x-\sec x+c$,$\tan \frac{x}{2}-\cot \frac{x}{2}+c$,$\cot \frac{x}{2}-\tan \frac{x}{2}+c$,Option  1,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Hard,5000,*#####,###,####,####,Goutam,####,4,###,36
32,$\int \sec ^{2} x \cdot \operatorname{cosec}^{2} x d x$ equals :,$\tan x-\cot x+c$,$\cot x-\sec x+c$,$\tan \frac{x}{2}-\cot \frac{x}{2}+c$,$\cot \frac{x}{2}-\tan \frac{x}{2}+c$,Option  1,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Hard,5000,*#####,###,####,####,Goutam,####,5,###,37
32,$\int \sec ^{2} x \cdot \operatorname{cosec}^{2} x d x$ equals :,$\tan x-\cot x+c$,$\cot x-\sec x+c$,$\tan \frac{x}{2}-\cot \frac{x}{2}+c$,$\cot \frac{x}{2}-\tan \frac{x}{2}+c$,Option  1,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Hard,5000,*#####,###,####,####,Goutam,####,6,###,38
32,$\int \sec ^{2} x \cdot \operatorname{cosec}^{2} x d x$ equals :,$\tan x-\cot x+c$,$\cot x-\sec x+c$,$\tan \frac{x}{2}-\cot \frac{x}{2}+c$,$\cot \frac{x}{2}-\tan \frac{x}{2}+c$,Option  1,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Hard,5000,*#####,###,####,####,Goutam,####,7,###,39
32,$\int \sec ^{2} x \cdot \operatorname{cosec}^{2} x d x$ equals :,$\tan x-\cot x+c$,$\cot x-\sec x+c$,$\tan \frac{x}{2}-\cot \frac{x}{2}+c$,$\cot \frac{x}{2}-\tan \frac{x}{2}+c$,Option  1,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Hard,5000,*#####,###,####,####,Goutam,####,8,###,40
32,$\int \sec ^{2} x \cdot \operatorname{cosec}^{2} x d x$ equals :,$\tan x-\cot x+c$,$\cot x-\sec x+c$,$\tan \frac{x}{2}-\cot \frac{x}{2}+c$,$\cot \frac{x}{2}-\tan \frac{x}{2}+c$,Option  1,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Hard,5000,*#####,###,####,####,Goutam,####,9,###,41
32,$\int \sec ^{2} x \cdot \operatorname{cosec}^{2} x d x$ equals :,$\tan x-\cot x+c$,$\cot x-\sec x+c$,$\tan \frac{x}{2}-\cot \frac{x}{2}+c$,$\cot \frac{x}{2}-\tan \frac{x}{2}+c$,Option  1,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Hard,5000,*#####,###,####,####,Goutam,####,10,###,42
33,The value of $\int\left(1+\frac{1}{x^{2}}\right) e^{\left(x-\frac{1}{x}\right)} d x=$,$\frac{\log \sec 5 x}{5}+\frac{\log \sec 3 x}{3}+\frac{\log \sec 2 x}{2}+c$,$\frac{\log \sec 10 x}{10}+c$,$\frac{-\log \sec 5 x}{5}+\frac{\log \sec 3 x}{3}+\frac{\log \sec 2 x}{2}+c$,$\log \frac{\sec 5 x}{5}-\log \frac{\sec 3 x}{3}-\log \frac{\sec 2 x}{2}+c$,Option  1,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Hard,5625,*#####,###,####,####,Goutam,####,1,###,34
33,The value of $\int\left(1+\frac{1}{x^{2}}\right) e^{\left(x-\frac{1}{x}\right)} d x=$,$\frac{\log \sec 5 x}{5}+\frac{\log \sec 3 x}{3}+\frac{\log \sec 2 x}{2}+c$,$\frac{\log \sec 10 x}{10}+c$,$\frac{-\log \sec 5 x}{5}+\frac{\log \sec 3 x}{3}+\frac{\log \sec 2 x}{2}+c$,$\log \frac{\sec 5 x}{5}-\log \frac{\sec 3 x}{3}-\log \frac{\sec 2 x}{2}+c$,Option  1,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Hard,5625,*#####,###,####,####,Goutam,####,2,###,35
33,The value of $\int\left(1+\frac{1}{x^{2}}\right) e^{\left(x-\frac{1}{x}\right)} d x=$,$\frac{\log \sec 5 x}{5}+\frac{\log \sec 3 x}{3}+\frac{\log \sec 2 x}{2}+c$,$\frac{\log \sec 10 x}{10}+c$,$\frac{-\log \sec 5 x}{5}+\frac{\log \sec 3 x}{3}+\frac{\log \sec 2 x}{2}+c$,$\log \frac{\sec 5 x}{5}-\log \frac{\sec 3 x}{3}-\log \frac{\sec 2 x}{2}+c$,Option  1,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Hard,5625,*#####,###,####,####,Goutam,####,3,###,36
33,The value of $\int\left(1+\frac{1}{x^{2}}\right) e^{\left(x-\frac{1}{x}\right)} d x=$,$\frac{\log \sec 5 x}{5}+\frac{\log \sec 3 x}{3}+\frac{\log \sec 2 x}{2}+c$,$\frac{\log \sec 10 x}{10}+c$,$\frac{-\log \sec 5 x}{5}+\frac{\log \sec 3 x}{3}+\frac{\log \sec 2 x}{2}+c$,$\log \frac{\sec 5 x}{5}-\log \frac{\sec 3 x}{3}-\log \frac{\sec 2 x}{2}+c$,Option  1,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Hard,5625,*#####,###,####,####,Goutam,####,4,###,37
33,The value of $\int\left(1+\frac{1}{x^{2}}\right) e^{\left(x-\frac{1}{x}\right)} d x=$,$\frac{\log \sec 5 x}{5}+\frac{\log \sec 3 x}{3}+\frac{\log \sec 2 x}{2}+c$,$\frac{\log \sec 10 x}{10}+c$,$\frac{-\log \sec 5 x}{5}+\frac{\log \sec 3 x}{3}+\frac{\log \sec 2 x}{2}+c$,$\log \frac{\sec 5 x}{5}-\log \frac{\sec 3 x}{3}-\log \frac{\sec 2 x}{2}+c$,Option  1,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Hard,5625,*#####,###,####,####,Goutam,####,5,###,38
33,The value of $\int\left(1+\frac{1}{x^{2}}\right) e^{\left(x-\frac{1}{x}\right)} d x=$,$\frac{\log \sec 5 x}{5}+\frac{\log \sec 3 x}{3}+\frac{\log \sec 2 x}{2}+c$,$\frac{\log \sec 10 x}{10}+c$,$\frac{-\log \sec 5 x}{5}+\frac{\log \sec 3 x}{3}+\frac{\log \sec 2 x}{2}+c$,$\log \frac{\sec 5 x}{5}-\log \frac{\sec 3 x}{3}-\log \frac{\sec 2 x}{2}+c$,Option  1,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Hard,5625,*#####,###,####,####,Goutam,####,6,###,39
33,The value of $\int\left(1+\frac{1}{x^{2}}\right) e^{\left(x-\frac{1}{x}\right)} d x=$,$\frac{\log \sec 5 x}{5}+\frac{\log \sec 3 x}{3}+\frac{\log \sec 2 x}{2}+c$,$\frac{\log \sec 10 x}{10}+c$,$\frac{-\log \sec 5 x}{5}+\frac{\log \sec 3 x}{3}+\frac{\log \sec 2 x}{2}+c$,$\log \frac{\sec 5 x}{5}-\log \frac{\sec 3 x}{3}-\log \frac{\sec 2 x}{2}+c$,Option  1,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Hard,5625,*#####,###,####,####,Goutam,####,7,###,40
33,The value of $\int\left(1+\frac{1}{x^{2}}\right) e^{\left(x-\frac{1}{x}\right)} d x=$,$\frac{\log \sec 5 x}{5}+\frac{\log \sec 3 x}{3}+\frac{\log \sec 2 x}{2}+c$,$\frac{\log \sec 10 x}{10}+c$,$\frac{-\log \sec 5 x}{5}+\frac{\log \sec 3 x}{3}+\frac{\log \sec 2 x}{2}+c$,$\log \frac{\sec 5 x}{5}-\log \frac{\sec 3 x}{3}-\log \frac{\sec 2 x}{2}+c$,Option  1,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Hard,5625,*#####,###,####,####,Goutam,####,8,###,41
33,The value of $\int\left(1+\frac{1}{x^{2}}\right) e^{\left(x-\frac{1}{x}\right)} d x=$,$\frac{\log \sec 5 x}{5}+\frac{\log \sec 3 x}{3}+\frac{\log \sec 2 x}{2}+c$,$\frac{\log \sec 10 x}{10}+c$,$\frac{-\log \sec 5 x}{5}+\frac{\log \sec 3 x}{3}+\frac{\log \sec 2 x}{2}+c$,$\log \frac{\sec 5 x}{5}-\log \frac{\sec 3 x}{3}-\log \frac{\sec 2 x}{2}+c$,Option  1,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Hard,5625,*#####,###,####,####,Goutam,####,9,###,42
33,The value of $\int\left(1+\frac{1}{x^{2}}\right) e^{\left(x-\frac{1}{x}\right)} d x=$,$\frac{\log \sec 5 x}{5}+\frac{\log \sec 3 x}{3}+\frac{\log \sec 2 x}{2}+c$,$\frac{\log \sec 10 x}{10}+c$,$\frac{-\log \sec 5 x}{5}+\frac{\log \sec 3 x}{3}+\frac{\log \sec 2 x}{2}+c$,$\log \frac{\sec 5 x}{5}-\log \frac{\sec 3 x}{3}-\log \frac{\sec 2 x}{2}+c$,Option  1,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Hard,5625,*#####,###,####,####,Goutam,####,10,###,43
35,$\int \tan ^{-1}\left(\frac{\cos 2 x}{1+\sin 2 x}\right) d x$ equals :,$\frac{\pi}{4} x-\frac{x^{2}}{2}+c$,$\frac{-\pi}{4} x+\frac{x^{2}}{2}+c$,$-x^{2}+c$,$\left.x^{2}+c\right]$,,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Hard,6250,*#####,###,####,####,Goutam,####,1,###,35
35,$\int \tan ^{-1}\left(\frac{\cos 2 x}{1+\sin 2 x}\right) d x$ equals :,$\frac{\pi}{4} x-\frac{x^{2}}{2}+c$,$\frac{-\pi}{4} x+\frac{x^{2}}{2}+c$,$-x^{2}+c$,$\left.x^{2}+c\right]$,,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Hard,6250,*#####,###,####,####,Goutam,####,2,###,36
35,$\int \tan ^{-1}\left(\frac{\cos 2 x}{1+\sin 2 x}\right) d x$ equals :,$\frac{\pi}{4} x-\frac{x^{2}}{2}+c$,$\frac{-\pi}{4} x+\frac{x^{2}}{2}+c$,$-x^{2}+c$,$\left.x^{2}+c\right]$,,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Hard,6250,*#####,###,####,####,Goutam,####,3,###,37
35,$\int \tan ^{-1}\left(\frac{\cos 2 x}{1+\sin 2 x}\right) d x$ equals :,$\frac{\pi}{4} x-\frac{x^{2}}{2}+c$,$\frac{-\pi}{4} x+\frac{x^{2}}{2}+c$,$-x^{2}+c$,$\left.x^{2}+c\right]$,,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Hard,6250,*#####,###,####,####,Goutam,####,4,###,38
35,$\int \tan ^{-1}\left(\frac{\cos 2 x}{1+\sin 2 x}\right) d x$ equals :,$\frac{\pi}{4} x-\frac{x^{2}}{2}+c$,$\frac{-\pi}{4} x+\frac{x^{2}}{2}+c$,$-x^{2}+c$,$\left.x^{2}+c\right]$,,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Hard,6250,*#####,###,####,####,Goutam,####,5,###,39
35,$\int \tan ^{-1}\left(\frac{\cos 2 x}{1+\sin 2 x}\right) d x$ equals :,$\frac{\pi}{4} x-\frac{x^{2}}{2}+c$,$\frac{-\pi}{4} x+\frac{x^{2}}{2}+c$,$-x^{2}+c$,$\left.x^{2}+c\right]$,,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Hard,6250,*#####,###,####,####,Goutam,####,6,###,40
35,$\int \tan ^{-1}\left(\frac{\cos 2 x}{1+\sin 2 x}\right) d x$ equals :,$\frac{\pi}{4} x-\frac{x^{2}}{2}+c$,$\frac{-\pi}{4} x+\frac{x^{2}}{2}+c$,$-x^{2}+c$,$\left.x^{2}+c\right]$,,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Hard,6250,*#####,###,####,####,Goutam,####,7,###,41
35,$\int \tan ^{-1}\left(\frac{\cos 2 x}{1+\sin 2 x}\right) d x$ equals :,$\frac{\pi}{4} x-\frac{x^{2}}{2}+c$,$\frac{-\pi}{4} x+\frac{x^{2}}{2}+c$,$-x^{2}+c$,$\left.x^{2}+c\right]$,,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Hard,6250,*#####,###,####,####,Goutam,####,8,###,42
35,$\int \tan ^{-1}\left(\frac{\cos 2 x}{1+\sin 2 x}\right) d x$ equals :,$\frac{\pi}{4} x-\frac{x^{2}}{2}+c$,$\frac{-\pi}{4} x+\frac{x^{2}}{2}+c$,$-x^{2}+c$,$\left.x^{2}+c\right]$,,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Hard,6250,*#####,###,####,####,Goutam,####,9,###,43
35,$\int \tan ^{-1}\left(\frac{\cos 2 x}{1+\sin 2 x}\right) d x$ equals :,$\frac{\pi}{4} x-\frac{x^{2}}{2}+c$,$\frac{-\pi}{4} x+\frac{x^{2}}{2}+c$,$-x^{2}+c$,$\left.x^{2}+c\right]$,,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Hard,6250,*#####,###,####,####,Goutam,####,10,###,44
36,$\int \frac{\sec ^{2} x}{1+\tan x} d x=$,$\log (\cos x+\sin x)+c$,$\log \left(\sec ^{2} x\right)+c$,$\log (1+\tan x)+c$,$\frac{1}{(1+\tan x)^{2}}+c$,Option  3,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Hard,6875,*#####,###,####,####,Goutam,####,1,###,36
36,$\int \frac{\sec ^{2} x}{1+\tan x} d x=$,$\log (\cos x+\sin x)+c$,$\log \left(\sec ^{2} x\right)+c$,$\log (1+\tan x)+c$,$\frac{1}{(1+\tan x)^{2}}+c$,Option  3,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Hard,6875,*#####,###,####,####,Goutam,####,2,###,37
36,$\int \frac{\sec ^{2} x}{1+\tan x} d x=$,$\log (\cos x+\sin x)+c$,$\log \left(\sec ^{2} x\right)+c$,$\log (1+\tan x)+c$,$\frac{1}{(1+\tan x)^{2}}+c$,Option  3,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Hard,6875,*#####,###,####,####,Goutam,####,3,###,38
36,$\int \frac{\sec ^{2} x}{1+\tan x} d x=$,$\log (\cos x+\sin x)+c$,$\log \left(\sec ^{2} x\right)+c$,$\log (1+\tan x)+c$,$\frac{1}{(1+\tan x)^{2}}+c$,Option  3,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Hard,6875,*#####,###,####,####,Goutam,####,4,###,39
36,$\int \frac{\sec ^{2} x}{1+\tan x} d x=$,$\log (\cos x+\sin x)+c$,$\log \left(\sec ^{2} x\right)+c$,$\log (1+\tan x)+c$,$\frac{1}{(1+\tan x)^{2}}+c$,Option  3,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Hard,6875,*#####,###,####,####,Goutam,####,5,###,40
36,$\int \frac{\sec ^{2} x}{1+\tan x} d x=$,$\log (\cos x+\sin x)+c$,$\log \left(\sec ^{2} x\right)+c$,$\log (1+\tan x)+c$,$\frac{1}{(1+\tan x)^{2}}+c$,Option  3,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Hard,6875,*#####,###,####,####,Goutam,####,6,###,41
36,$\int \frac{\sec ^{2} x}{1+\tan x} d x=$,$\log (\cos x+\sin x)+c$,$\log \left(\sec ^{2} x\right)+c$,$\log (1+\tan x)+c$,$\frac{1}{(1+\tan x)^{2}}+c$,Option  3,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Hard,6875,*#####,###,####,####,Goutam,####,7,###,42
36,$\int \frac{\sec ^{2} x}{1+\tan x} d x=$,$\log (\cos x+\sin x)+c$,$\log \left(\sec ^{2} x\right)+c$,$\log (1+\tan x)+c$,$\frac{1}{(1+\tan x)^{2}}+c$,Option  3,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Hard,6875,*#####,###,####,####,Goutam,####,8,###,43
36,$\int \frac{\sec ^{2} x}{1+\tan x} d x=$,$\log (\cos x+\sin x)+c$,$\log \left(\sec ^{2} x\right)+c$,$\log (1+\tan x)+c$,$\frac{1}{(1+\tan x)^{2}}+c$,Option  3,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Hard,6875,*#####,###,####,####,Goutam,####,9,###,44
36,$\int \frac{\sec ^{2} x}{1+\tan x} d x=$,$\log (\cos x+\sin x)+c$,$\log \left(\sec ^{2} x\right)+c$,$\log (1+\tan x)+c$,$\frac{1}{(1+\tan x)^{2}}+c$,Option  3,Maths,Indefinite Integration,Integrals of Trignometric Fucntions,Calculus,Hard,6875,*#####,###,####,####,Goutam,####,10,###,45
